message_id,conversation_id,user_id,timestamp,message_text,is_user_message,message_length
msg_0000023,conv_000008,system,2025-08-29 03:53:10.481404,That solved my problem.,False,35
msg_0000024,conv_000008,user_00752,2025-08-29 03:54:13.481404,Thank you for your help!,True,24
msg_0000025,conv_000008,system,2025-08-29 03:57:11.481404,When will profile be available?,False,22
msg_0000026,conv_000008,user_00752,2025-08-29 03:59:16.481404,The performance has been slow recently.,True,21
msg_0000027,conv_000009,user_00477,2025-08-20 19:04:43.481404,I have a question about my account.,True,41
msg_0000028,conv_000010,user_00089,2025-08-05 14:07:08.481404,Is there documentation for dashboard?,True,44
msg_0000029,conv_000010,system,2025-08-05 14:10:33.481404,Could you add support for create report?,False,38
msg_0000030,conv_000010,user_00089,2025-08-05 14:11:41.481404,Thank you for your help!,True,30
msg_0000031,conv_000011,user_00685,2025-08-15 07:13:25.481404,Can you help me with login?,True,22
msg_0000032,conv_000011,system,2025-08-15 07:14:05.481404,That solved my problem.,False,35
msg_0000033,conv_000012,user_00187,2025-08-25 20:11:52.481404,Can you help me with sync?,True,34
msg_0000034,conv_000012,system,2025-08-25 20:16:46.481404,Can you help me with upload?,False,25
msg_0000035,conv_000012,user_00187,2025-08-25 20:18:36.481404,Can you explain how to use messaging?,True,21
msg_0000036,conv_000013,user_00902,2025-09-05 09:17:04.481404,I have a question about my account.,True,38
msg_0000037,conv_000013,system,2025-09-05 09:19:05.481404,The app is working great!,False,22
msg_0000038,conv_000013,user_00902,2025-09-05 09:21:21.481404,I'd like to report a bug in notifications.,True,39
msg_0000039,conv_000013,system,2025-09-05 09:23:14.481404,That solved my problem.,False,23
msg_0000040,conv_000013,user_00902,2025-09-05 09:27:42.481404,My subscription is not working.,True,41
msg_0000041,conv_000014,user_00196,2025-07-17 19:36:43.481404,I love the new update!,True,37
msg_0000042,conv_000014,system,2025-07-17 19:38:28.481404,I have a question about my account.,False,21
msg_0000043,conv_000015,user_00777,2025-08-01 20:06:11.481404,I'm having trouble with settings.,True,25
msg_0000044,conv_000015,system,2025-08-01 20:12:12.481404,How much does enterprise cost?,False,25
msg_0000045,conv_000015,user_00777,2025-08-01 20:17:31.481404,My subscription is not working.,True,24
msg_0000046,conv_000015,system,2025-08-01 20:17:49.481404,That solved my problem.,False,21
msg_0000047,conv_000016,user_00812,2025-07-11 04:17:09.481404,Can you help me with sync?,True,32
msg_0000048,conv_000016,system,2025-07-11 04:18:07.481404,I'm having trouble with profile.,False,35
msg_0000049,conv_000016,user_00812,2025-07-11 04:19:35.481404,The app is working great!,True,38
msg_0000050,conv_000017,user_00250,2025-08-08 05:39:34.481404,I have a question about my account.,True,24
msg_0000051,conv_000017,system,2025-08-08 05:42:02.481404,Is there documentation for messaging?,False,42
msg_0000052,conv_000018,user_00353,2025-08-19 19:44:04.481404,I'd like to report a bug in settings.,True,32
msg_0000053,conv_000018,system,2025-08-19 19:44:56.481404,"Hello, I need help with profile.",False,38
msg_0000054,conv_000018,user_00353,2025-08-19 19:45:05.481404,Can you help me with upload?,True,41
msg_0000055,conv_000018,system,2025-08-19 19:46:10.481404,I have a suggestion for improvement.,False,36
msg_0000056,conv_000018,user_00353,2025-08-19 19:50:10.481404,Is there a way to create report in the app?,True,35
msg_0000057,conv_000019,user_00314,2025-08-02 22:07:54.481404,How do I cancel my account?,True,37
msg_0000058,conv_000019,system,2025-08-02 22:13:11.481404,Is there a way to create report in the app?,False,31
msg_0000059,conv_000019,user_00314,2025-08-02 22:18:59.481404,When will messaging be available?,True,28
msg_0000060,conv_000020,user_00123,2025-09-19 15:11:27.481404,I'm having trouble with messaging.,True,27
msg_0000061,conv_000021,user_00757,2025-08-25 12:25:47.481404,"Hello, I need help with reports.",True,21
msg_0000062,conv_000021,system,2025-08-25 12:28:04.481404,I'm having trouble with reports.,False,41
msg_0000063,conv_000021,user_00757,2025-08-25 12:36:19.481404,I love the new update!,True,25
msg_0000064,conv_000021,system,2025-08-25 12:38:40.481404,How do I cancel my account?,False,35
msg_0000065,conv_000021,user_00757,2025-08-25 12:40:30.481404,Can you help me with upload?,True,36
msg_0000066,conv_000021,system,2025-08-25 12:43:47.481404,Can you explain how to use search?,False,21
msg_0000067,conv_000022,user_00538,2025-09-05 10:46:12.481404,The performance has been slow recently.,True,35
msg_0000068,conv_000022,system,2025-09-05 10:51:04.481404,When will messaging be available?,False,35
msg_0000069,conv_000023,user_00370,2025-07-26 22:15:47.481404,"Hello, I need help with search.",True,37
msg_0000070,conv_000024,user_00281,2025-07-13 22:10:20.481404,Can you explain how to use billing?,True,27
msg_0000071,conv_000025,user_00130,2025-09-09 10:27:39.481404,That solved my problem.,True,27
msg_0000072,conv_000025,system,2025-09-09 10:31:43.481404,Is there a way to upgrade plan in the app?,False,24
msg_0000073,conv_000025,user_00130,2025-09-09 10:38:09.481404,"Hello, I need help with search.",True,36
msg_0000074,conv_000025,system,2025-09-09 10:38:27.481404,My subscription is not working.,False,37
msg_0000075,conv_000025,user_00130,2025-09-09 10:38:27.481404,I'd like to report a bug in messaging.,True,25
msg_0000076,conv_000026,user_00481,2025-08-24 23:35:47.481404,The app is working great!,True,36
msg_0000077,conv_000026,system,2025-08-24 23:37:05.481404,When will settings be available?,False,27
msg_0000078,conv_000026,user_00481,2025-08-24 23:37:53.481404,Thank you for your help!,True,24
msg_0000079,conv_000027,user_00259,2025-10-01 04:05:15.481404,Can you explain how to use notifications?,True,31
msg_0000080,conv_000027,system,2025-10-01 04:08:38.481404,That solved my problem.,False,23
msg_0000081,conv_000027,user_00259,2025-10-01 04:13:28.481404,Can you explain how to use notifications?,True,25
msg_0000082,conv_000028,user_00076,2025-09-03 12:40:15.481404,I love the new update!,True,37
msg_0000083,conv_000028,system,2025-09-03 12:41:24.481404,Is there a way to change settings in the app?,False,30
msg_0000084,conv_000028,user_00076,2025-09-03 12:50:57.481404,Can you help me with upload?,True,33
msg_0000085,conv_000028,system,2025-09-03 12:51:06.481404,I have a question about my account.,False,31
msg_0000086,conv_000029,user_00972,2025-08-08 00:06:26.481404,The app is working great!,True,45
msg_0000087,conv_000029,system,2025-08-08 00:07:52.481404,That solved my problem.,False,31
msg_0000088,conv_000030,user_00427,2025-09-06 09:00:34.481404,Thank you for your help!,True,35
msg_0000089,conv_000030,system,2025-09-06 09:01:25.481404,Can you help me with upload?,False,27
msg_0000090,conv_000030,user_00427,2025-09-06 09:02:45.481404,The app is working great!,True,30
msg_0000091,conv_000030,system,2025-09-06 09:07:19.481404,I love the new update!,False,41
msg_0000092,conv_000031,user_00454,2025-08-07 09:05:15.481404,The performance has been slow recently.,True,27
msg_0000093,conv_000031,system,2025-08-07 09:08:21.481404,I have a suggestion for improvement.,False,36
msg_0000094,conv_000032,user_00625,2025-09-19 08:39:51.481404,Can you explain how to use notifications?,True,30
msg_0000095,conv_000032,system,2025-09-19 08:40:39.481404,Could you add support for invite friends?,False,31
msg_0000096,conv_000032,user_00625,2025-09-19 08:44:43.481404,The performance has been slow recently.,True,21
msg_0000097,conv_000033,user_00677,2025-07-17 09:17:57.481404,I love the new update!,True,31
msg_0000098,conv_000033,system,2025-07-17 09:18:44.481404,When will notifications be available?,False,25
msg_0000099,conv_000033,user_00677,2025-07-17 09:19:52.481404,I'm having trouble with notifications.,True,23
msg_0000100,conv_000034,user_00161,2025-07-09 18:24:59.481404,The app is working great!,True,23
msg_0000101,conv_000034,system,2025-07-09 18:38:43.481404,Is there documentation for settings?,False,27
msg_0000102,conv_000034,user_00161,2025-07-09 18:43:09.481404,Can you explain how to use search?,True,36
msg_0000103,conv_000034,system,2025-07-09 18:45:47.481404,Can you help me with login?,False,25
msg_0000104,conv_000034,user_00161,2025-07-09 18:48:03.481404,Is there documentation for settings?,True,30
msg_0000105,conv_000034,system,2025-07-09 18:53:46.481404,The performance has been slow recently.,False,35
msg_0000106,conv_000035,user_00299,2025-07-12 16:14:22.481404,I'd like to report a bug in settings.,True,37
msg_0000107,conv_000035,system,2025-07-12 16:16:28.481404,I forgot my password.,False,39
msg_0000108,conv_000035,user_00299,2025-07-12 16:17:09.481404,I have a suggestion for improvement.,True,24
msg_0000109,conv_000035,system,2025-07-12 16:17:17.481404,The performance has been slow recently.,False,21
msg_0000110,conv_000036,user_00881,2025-08-22 14:05:51.481404,I have a question about my account.,True,25
msg_0000111,conv_000036,system,2025-08-22 14:06:40.481404,My subscription is not working.,False,39
msg_0000112,conv_000036,user_00881,2025-08-22 14:07:01.481404,Thank you for your help!,True,27
msg_0000113,conv_000036,system,2025-08-22 14:10:55.481404,I'd like to report a bug in reports.,False,32
msg_0000114,conv_000037,user_00807,2025-09-24 07:54:11.481404,When will notifications be available?,True,27
msg_0000115,conv_000037,system,2025-09-24 07:57:58.481404,Can you help me with sync?,False,21
msg_0000116,conv_000037,user_00807,2025-09-24 08:00:10.481404,I'd like to report a bug in search.,True,33
msg_0000117,conv_000037,system,2025-09-24 08:01:30.481404,I have a suggestion for improvement.,False,44
msg_0000118,conv_000037,user_00807,2025-09-24 08:01:50.481404,I forgot my password.,True,24
msg_0000119,conv_000038,user_00664,2025-07-23 23:24:37.481404,When will messaging be available?,True,36
msg_0000120,conv_000038,system,2025-07-23 23:26:15.481404,Is there a way to upgrade plan in the app?,False,33
msg_0000121,conv_000038,user_00664,2025-07-23 23:26:40.481404,Is there a way to invite friends in the app?,True,27
msg_0000122,conv_000038,system,2025-07-23 23:27:30.481404,I have a question about my account.,False,38
msg_0000123,conv_000039,user_00812,2025-08-08 08:55:42.481404,"Hello, I need help with reports.",True,35
msg_0000124,conv_000040,user_00312,2025-09-15 10:37:20.481404,Can you explain how to use reports?,True,23
msg_0000125,conv_000040,system,2025-09-15 10:39:28.481404,"Hello, I need help with messaging.",False,30
msg_0000126,conv_000041,user_00449,2025-07-17 07:33:07.481404,The app is working great!,True,30
msg_0000127,conv_000041,system,2025-07-17 07:34:09.481404,I have a question about my account.,False,45
msg_0000128,conv_000041,user_00449,2025-07-17 07:37:04.481404,Is there a way to upgrade plan in the app?,True,25
msg_0000129,conv_000041,system,2025-07-17 07:37:41.481404,I have a question about my account.,False,39
msg_0000130,conv_000041,user_00449,2025-07-17 07:37:42.481404,Can you help me with sync?,True,25
msg_0000131,conv_000042,user_00257,2025-07-12 00:22:53.481404,How much does premium cost?,True,39
msg_0000132,conv_000043,user_00590,2025-09-04 12:12:31.481404,Can you help me with download?,True,25
msg_0000133,conv_000044,user_00782,2025-09-20 22:24:19.481404,I have a question about my account.,True,22
msg_0000134,conv_000045,user_00939,2025-08-05 12:17:51.481404,The performance has been slow recently.,True,39
msg_0000135,conv_000045,system,2025-08-05 12:23:20.481404,Can you help me with login?,False,35
msg_0000136,conv_000046,user_00504,2025-07-18 08:45:25.481404,How much does enterprise cost?,True,34
msg_0000137,conv_000046,system,2025-07-18 08:46:29.481404,That solved my problem.,False,36
msg_0000138,conv_000047,user_00687,2025-07-19 15:52:08.481404,Can you help me with payment?,True,38
msg_0000139,conv_000047,system,2025-07-19 15:53:33.481404,I love the new update!,False,36
msg_0000140,conv_000047,user_00687,2025-07-19 15:54:23.481404,Could you add support for export data?,True,36
msg_0000141,conv_000048,user_00296,2025-09-11 20:03:11.481404,I'd like to report a bug in settings.,True,22
msg_0000142,conv_000049,user_00323,2025-08-03 00:15:25.481404,Is there a way to change settings in the app?,True,37
msg_0000143,conv_000049,system,2025-08-03 00:17:52.481404,Is there a way to invite friends in the app?,False,31
msg_0000144,conv_000049,user_00323,2025-08-03 00:27:35.481404,The performance has been slow recently.,True,37
msg_0000145,conv_000050,user_00845,2025-07-09 14:51:09.481404,When will profile be available?,True,27
msg_0000146,conv_000051,user_00531,2025-08-13 15:13:57.481404,I have a question about my account.,True,30
msg_0000147,conv_000051,system,2025-08-13 15:15:01.481404,Is there a way to upgrade plan in the app?,False,35
msg_0000148,conv_000052,user_00209,2025-08-04 10:27:47.481404,My subscription is not working.,True,22
msg_0000149,conv_000052,system,2025-08-04 10:28:24.481404,I have a question about my account.,False,37
msg_0000150,conv_000052,user_00209,2025-08-04 10:53:11.481404,How much does enterprise cost?,True,34
msg_0000151,conv_000053,user_00716,2025-08-25 13:34:02.481404,The performance has been slow recently.,True,39
msg_0000152,conv_000053,system,2025-08-25 13:35:12.481404,I'm having trouble with dashboard.,False,35
msg_0000153,conv_000054,user_00246,2025-09-16 10:01:51.481404,I forgot my password.,True,36
msg_0000154,conv_000054,system,2025-09-16 10:03:46.481404,I have a suggestion for improvement.,False,44
msg_0000155,conv_000054,user_00246,2025-09-16 10:10:14.481404,I forgot my password.,True,37
msg_0000156,conv_000055,user_00418,2025-07-18 13:19:19.481404,How much does enterprise cost?,True,36
msg_0000157,conv_000055,system,2025-07-18 13:22:07.481404,I forgot my password.,False,27
msg_0000158,conv_000055,user_00418,2025-07-18 13:22:53.481404,Can you explain how to use settings?,True,37
msg_0000159,conv_000055,system,2025-07-18 13:24:48.481404,I'm having trouble with search.,False,35
msg_0000160,conv_000055,user_00418,2025-07-18 13:26:22.481404,The performance has been slow recently.,True,44
msg_0000161,conv_000055,system,2025-07-18 13:27:55.481404,The performance has been slow recently.,False,45
msg_0000162,conv_000055,user_00418,2025-07-18 13:38:31.481404,I forgot my password.,True,25
msg_0000163,conv_000056,user_00664,2025-09-28 07:09:46.481404,My subscription is not working.,True,41
msg_0000164,conv_000056,system,2025-09-28 07:13:56.481404,My subscription is not working.,False,45
msg_0000165,conv_000057,user_00723,2025-08-05 01:20:37.481404,Is there a way to create report in the app?,True,27
msg_0000166,conv_000058,user_00565,2025-07-23 13:13:57.481404,"Hello, I need help with billing.",True,27
msg_0000167,conv_000058,system,2025-07-23 13:16:42.481404,I forgot my password.,False,32
msg_0000168,conv_000058,user_00565,2025-07-23 13:24:14.481404,I'm having trouble with messaging.,True,24
msg_0000169,conv_000059,user_00901,2025-07-22 18:13:56.481404,I'm having trouble with settings.,True,36
msg_0000170,conv_000059,system,2025-07-22 18:16:43.481404,My subscription is not working.,False,27
msg_0000171,conv_000059,user_00901,2025-07-22 18:17:01.481404,Is there documentation for reports?,True,25
msg_0000172,conv_000059,system,2025-07-22 18:19:27.481404,Can you help me with sync?,False,35
msg_0000173,conv_000059,user_00901,2025-07-22 18:19:53.481404,I love the new update!,True,33
msg_0000174,conv_000059,system,2025-07-22 18:22:24.481404,I forgot my password.,False,34
msg_0000175,conv_000059,user_00901,2025-07-22 18:23:30.481404,My subscription is not working.,True,29
msg_0000176,conv_000060,user_00807,2025-08-27 19:19:43.481404,Is there a way to create report in the app?,True,28
msg_0000177,conv_000060,system,2025-08-27 19:24:28.481404,When will billing be available?,False,42
msg_0000178,conv_000061,user_00858,2025-09-04 11:47:02.481404,When will messaging be available?,True,37
msg_0000179,conv_000061,system,2025-09-04 11:47:30.481404,I'd like to report a bug in dashboard.,False,36
msg_0000180,conv_000062,user_00354,2025-08-10 18:45:59.481404,I have a suggestion for improvement.,True,21
msg_0000181,conv_000062,system,2025-08-10 18:48:00.481404,How much does basic cost?,False,36
msg_0000182,conv_000062,user_00354,2025-08-10 18:51:28.481404,I'd like to report a bug in billing.,True,31
msg_0000183,conv_000062,system,2025-08-10 18:56:08.481404,Can you help me with login?,False,32
msg_0000184,conv_000062,user_00354,2025-08-10 19:01:19.481404,Is there documentation for profile?,True,31
msg_0000185,conv_000063,user_00715,2025-08-01 16:45:53.481404,Could you add support for create report?,True,21
msg_0000186,conv_000063,system,2025-08-01 16:49:45.481404,I love the new update!,False,22
msg_0000187,conv_000064,user_00763,2025-08-24 10:22:08.481404,Is there documentation for search?,True,25
msg_0000188,conv_000064,system,2025-08-24 10:22:13.481404,I love the new update!,False,29
msg_0000189,conv_000064,user_00763,2025-08-24 10:28:46.481404,The performance has been slow recently.,True,22
msg_0000190,conv_000064,system,2025-08-24 10:28:51.481404,When will dashboard be available?,False,38
msg_0000191,conv_000065,user_00668,2025-07-24 06:38:02.481404,I have a suggestion for improvement.,True,39
msg_0000192,conv_000066,user_00605,2025-08-10 17:44:22.481404,Can you help me with upload?,True,23
msg_0000193,conv_000066,system,2025-08-10 17:45:42.481404,Could you add support for export data?,False,42
msg_0000194,conv_000066,user_00605,2025-08-10 17:45:43.481404,The app is working great!,True,25
msg_0000195,conv_000066,system,2025-08-10 17:46:54.481404,Thank you for your help!,False,34
msg_0000196,conv_000066,user_00605,2025-08-10 17:49:14.481404,Is there documentation for dashboard?,True,25
msg_0000197,conv_000067,user_00468,2025-07-10 23:52:53.481404,I'm having trouble with profile.,True,27
msg_0000198,conv_000067,system,2025-07-10 23:53:34.481404,When will dashboard be available?,False,25
msg_0000199,conv_000067,user_00468,2025-07-11 00:08:22.481404,How do I cancel my account?,True,36
msg_0000200,conv_000068,user_00077,2025-08-24 02:08:08.481404,Can you explain how to use reports?,True,41
msg_0000201,conv_000069,user_00666,2025-07-17 07:26:09.481404,I have a suggestion for improvement.,True,36
msg_0000202,conv_000069,system,2025-07-17 07:29:08.481404,I forgot my password.,False,22
msg_0000203,conv_000070,user_00325,2025-09-08 08:42:40.481404,My subscription is not working.,True,24
msg_0000204,conv_000070,system,2025-09-08 08:48:31.481404,I forgot my password.,False,24
msg_0000205,conv_000071,user_00241,2025-09-08 18:54:50.481404,I have a question about my account.,True,27
msg_0000206,conv_000071,system,2025-09-08 19:02:59.481404,Is there a way to export data in the app?,False,35
msg_0000207,conv_000071,user_00241,2025-09-08 19:05:11.481404,Thank you for your help!,True,31
msg_0000208,conv_000072,user_00101,2025-09-21 07:53:59.481404,I forgot my password.,True,25
msg_0000209,conv_000072,system,2025-09-21 07:56:17.481404,I'd like to report a bug in billing.,False,27
msg_0000210,conv_000072,user_00101,2025-09-21 07:56:24.481404,I have a question about my account.,True,35
msg_0000211,conv_000072,system,2025-09-21 07:56:45.481404,Can you explain how to use dashboard?,False,27
msg_0000212,conv_000072,user_00101,2025-09-21 07:56:51.481404,Can you explain how to use profile?,True,40
msg_0000213,conv_000072,system,2025-09-21 07:58:36.481404,Is there a way to change settings in the app?,False,37
msg_0000214,conv_000072,user_00101,2025-09-21 08:03:15.481404,Is there a way to change settings in the app?,True,37
msg_0000215,conv_000073,user_00926,2025-07-12 07:33:54.481404,Could you add support for change settings?,True,23
msg_0000216,conv_000073,system,2025-07-12 07:34:10.481404,How do I cancel my account?,False,39
msg_0000217,conv_000074,user_00384,2025-08-20 07:44:41.481404,"Hello, I need help with search.",True,27
msg_0000218,conv_000075,user_00699,2025-09-24 10:49:19.481404,How do I cancel my account?,True,33
msg_0000219,conv_000075,system,2025-09-24 10:56:33.481404,Thank you for your help!,False,21
msg_0000220,conv_000075,user_00699,2025-09-24 10:56:59.481404,"Hello, I need help with messaging.",True,32
msg_0000221,conv_000075,system,2025-09-24 10:58:07.481404,Is there a way to create report in the app?,False,30
msg_0000222,conv_000076,user_00892,2025-08-15 15:31:16.481404,I'd like to report a bug in billing.,True,27
msg_0000223,conv_000076,system,2025-08-15 15:35:05.481404,Is there a way to upgrade plan in the app?,False,26
msg_0000224,conv_000076,user_00892,2025-08-15 15:40:24.481404,I forgot my password.,True,36
msg_0000225,conv_000077,user_00473,2025-09-09 10:34:21.481404,Thank you for your help!,True,21
msg_0000226,conv_000077,system,2025-09-09 10:37:15.481404,Can you explain how to use billing?,False,33
msg_0000227,conv_000078,user_00921,2025-09-25 15:08:48.481404,When will notifications be available?,True,31
msg_0000228,conv_000079,user_00076,2025-08-21 09:25:31.481404,The performance has been slow recently.,True,45
msg_0000229,conv_000079,system,2025-08-21 09:32:25.481404,Is there a way to change settings in the app?,False,22
msg_0000230,conv_000079,user_00076,2025-08-21 09:40:31.481404,Could you add support for upgrade plan?,True,30
msg_0000231,conv_000079,system,2025-08-21 09:43:43.481404,I love the new update!,False,39
msg_0000232,conv_000079,user_00076,2025-08-21 09:46:35.481404,"Hello, I need help with notifications.",True,42
msg_0000233,conv_000079,system,2025-08-21 09:47:39.481404,Is there documentation for reports?,False,35
msg_0000234,conv_000079,user_00076,2025-08-21 09:48:54.481404,"Hello, I need help with profile.",True,23
msg_0000235,conv_000080,user_00435,2025-09-14 12:46:21.481404,I have a suggestion for improvement.,True,39
msg_0000236,conv_000080,system,2025-09-14 12:49:29.481404,Can you explain how to use profile?,False,35
msg_0000237,conv_000081,user_00394,2025-09-30 08:31:34.481404,I'm having trouble with dashboard.,True,25
msg_0000238,conv_000081,system,2025-09-30 08:37:45.481404,I'd like to report a bug in search.,False,42
msg_0000239,conv_000081,user_00394,2025-09-30 08:38:38.481404,When will reports be available?,True,25
msg_0000240,conv_000082,user_00368,2025-09-03 07:31:16.481404,The app is working great!,True,36
msg_0000241,conv_000082,system,2025-09-03 07:31:36.481404,Could you add support for invite friends?,False,33
msg_0000242,conv_000083,user_00850,2025-09-11 09:58:20.481404,I'm having trouble with profile.,True,39
msg_0000243,conv_000083,system,2025-09-11 09:59:13.481404,I forgot my password.,False,35
msg_0000244,conv_000084,user_00703,2025-09-23 01:42:24.481404,How much does premium cost?,True,31
msg_0000245,conv_000084,system,2025-09-23 01:44:06.481404,The app is working great!,False,22
msg_0000246,conv_000084,user_00703,2025-09-23 01:46:36.481404,I love the new update!,True,23
msg_0000247,conv_000084,system,2025-09-23 01:47:39.481404,I love the new update!,False,25
msg_0000248,conv_000085,user_00926,2025-10-05 04:08:07.481404,Could you add support for invite friends?,True,23
msg_0000249,conv_000085,system,2025-10-05 04:08:24.481404,I'd like to report a bug in dashboard.,False,21
msg_0000250,conv_000086,user_00225,2025-09-09 07:34:24.481404,That solved my problem.,True,35
msg_0000251,conv_000086,system,2025-09-09 07:35:08.481404,Can you help me with payment?,False,34
msg_0000252,conv_000086,user_00225,2025-09-09 07:36:06.481404,How much does premium cost?,True,42
msg_0000253,conv_000086,system,2025-09-09 07:36:16.481404,Can you help me with login?,False,42
msg_0000254,conv_000087,user_00739,2025-09-22 00:30:17.481404,The app is working great!,True,22
msg_0000255,conv_000088,user_00662,2025-07-13 08:09:13.481404,I'd like to report a bug in reports.,True,29
msg_0000256,conv_000088,system,2025-07-13 08:09:35.481404,"Hello, I need help with search.",False,23
msg_0000257,conv_000088,user_00662,2025-07-13 08:16:17.481404,My subscription is not working.,True,39
msg_0000258,conv_000089,user_00750,2025-07-22 06:19:12.481404,Could you add support for export data?,True,32
msg_0000259,conv_000089,system,2025-07-22 06:20:28.481404,When will billing be available?,False,22
msg_0000260,conv_000089,user_00750,2025-07-22 06:20:29.481404,I'd like to report a bug in profile.,True,35
msg_0000261,conv_000089,system,2025-07-22 06:21:27.481404,When will messaging be available?,False,36
msg_0000262,conv_000089,user_00750,2025-07-22 06:22:13.481404,How do I cancel my account?,True,25
msg_0000263,conv_000090,user_00180,2025-07-28 23:59:42.481404,How much does premium cost?,True,24
msg_0000264,conv_000091,user_00936,2025-08-04 23:08:51.481404,I love the new update!,True,22
msg_0000265,conv_000091,system,2025-08-04 23:09:18.481404,I'm having trouble with reports.,False,23
msg_0000266,conv_000092,user_00303,2025-09-19 23:47:58.481404,That solved my problem.,True,22
msg_0000267,conv_000092,system,2025-09-19 23:51:13.481404,Thank you for your help!,False,24
msg_0000268,conv_000093,user_00145,2025-09-20 17:27:22.481404,Could you add support for create report?,True,23
msg_0000269,conv_000093,system,2025-09-20 17:34:42.481404,Is there a way to upgrade plan in the app?,False,31
msg_0000270,conv_000093,user_00145,2025-09-20 17:38:18.481404,The app is working great!,True,25
msg_0000271,conv_000094,user_00407,2025-09-29 14:58:07.481404,"Hello, I need help with search.",True,31
msg_0000272,conv_000094,system,2025-09-29 15:04:15.481404,Is there documentation for dashboard?,False,35
msg_0000273,conv_000094,user_00407,2025-09-29 15:04:40.481404,Is there a way to change settings in the app?,True,39
msg_0000274,conv_000095,user_00550,2025-07-21 12:06:52.481404,I forgot my password.,True,37
msg_0000275,conv_000095,system,2025-07-21 12:15:38.481404,That solved my problem.,False,24
msg_0000276,conv_000095,user_00550,2025-07-21 12:22:24.481404,Can you explain how to use search?,True,43
msg_0000277,conv_000096,user_00269,2025-09-04 06:17:25.481404,When will settings be available?,True,36
msg_0000278,conv_000096,system,2025-09-04 06:21:58.481404,My subscription is not working.,False,22
msg_0000279,conv_000096,user_00269,2025-09-04 06:33:28.481404,My subscription is not working.,True,34
msg_0000280,conv_000097,user_00240,2025-08-24 06:43:48.481404,That solved my problem.,True,39
msg_0000281,conv_000097,system,2025-08-24 06:44:06.481404,I'd like to report a bug in search.,False,44
msg_0000282,conv_000098,user_00625,2025-07-30 23:57:19.481404,How much does enterprise cost?,True,31
msg_0000283,conv_000098,system,2025-07-30 23:58:39.481404,I'm having trouble with notifications.,False,35
msg_0000284,conv_000098,user_00625,2025-07-30 23:58:57.481404,"Hello, I need help with reports.",True,39
msg_0000285,conv_000099,user_00310,2025-09-10 12:57:51.481404,When will dashboard be available?,True,30
msg_0000286,conv_000099,system,2025-09-10 13:03:33.481404,I have a question about my account.,False,24
msg_0000287,conv_000099,user_00310,2025-09-10 13:04:18.481404,When will messaging be available?,True,25
msg_0000288,conv_000100,user_00039,2025-08-08 01:24:47.481404,Could you add support for upgrade plan?,True,31
msg_0000289,conv_000100,system,2025-08-08 01:39:04.481404,"Hello, I need help with messaging.",False,22
msg_0000290,conv_000100,user_00039,2025-08-08 01:39:24.481404,Can you help me with download?,True,35
msg_0000291,conv_000100,system,2025-08-08 01:42:15.481404,I love the new update!,False,41
msg_0000292,conv_000100,user_00039,2025-08-08 01:45:21.481404,Could you add support for invite friends?,True,36
msg_0000293,conv_000100,system,2025-08-08 01:51:24.481404,I have a suggestion for improvement.,False,36
msg_0000294,conv_000100,user_00039,2025-08-08 01:51:37.481404,I'd like to report a bug in dashboard.,True,35
